Product,Type,Date,Process_Size,TDP,Die_Size,Transistor,Freq,Foundry,Vendor,FP16,FP32,FP64
ATI Radeon SDR PCI,GPU,06/01/2000,180,23,115,30,166,TSMC,ATI,,,
NVIDIA GeForce 9500 GS Rev. 2,GPU,7/29/2008,55,40,121,314,500,TSMC,NVIDIA,,80,
AMD Radeon RX Vega 11,GPU,07/07/2019,14,15,210,4940,300,GF,AMD,3942,1971,123.2
ATI Mobility Radeon HD 5165,GPU,01/07/2010,55,35,146,514,600,TSMC,ATI,,384,
ATI Radeon X800 GTO AGP,GPU,11/08/2007,130,49,281,160,400,TSMC,ATI,,,
AMD Radeon R5 235X OEM,GPU,12/21/2013,40,18,67,370,875,TSMC,AMD,,280,
NVIDIA Quadro Plex 2100 D4,GPU,7/25/2008,65,640,324,754,500,TSMC,NVIDIA,,320,
AMD Radeon Pro Duo Polaris,GPU,4/24/2017,14,250,232,5700,1243,GF,AMD,5728,5728,358
AMD Radeon RX 550X,GPU,12/16/2018,14,50,103,2200,1100,GF,AMD,1211,1211,75.71
NVIDIA GeForce GTX 1080 Max-Q,GPU,6/27/2017,16,150,314,7200,1290,TSMC,NVIDIA,117.4,7516,234.9
AMD Radeon RX 560 Mobile,GPU,01/05/2017,14,55,123,3000,1000,GF,AMD,1887,1887,117.9
NVIDIA Quadro M5500 Mobile,GPU,04/08/2016,28,150,398,5200,1140,TSMC,NVIDIA,,4772,149.1
ATI Radeon X600 SE,GPU,09/01/2004,110,36,74,107,325,TSMC,ATI,,,
3dfx Voodoo4 4000 AGP,GPU,NaT,250,15,112,14,166,TSMC,Other,,,
AMD FirePro W4000,GPU,08/07/2012,28,75,212,2800,825,TSMC,AMD,,1267,79.2
NVIDIA GeForce GTX 580,GPU,11/09/2010,40,244,520,3000,772,TSMC,NVIDIA,,1581,197.6
NVIDIA GeForce RTX 2060 Max-Q Refresh,GPU,1/29/2019,12,115,445,10800,960,TSMC,NVIDIA,9216,4608,144
ATI Mobility Radeon HD 5650,GPU,01/07/2010,40,15,104,627,450,TSMC,ATI,,360,
Intel GMA X4500,GPU,06/01/2008,65,13,188.4404446,1929.922279,533,Intel,Intel,,85.28,
AMD Radeon E9550 MXM,GPU,9/27/2016,14,95,232,5700,1120,GF,AMD,5834,5834,364.6
Intel HD Graphics 2000,GPU,02/01/2011,32,81.35998108,131,504,650,Intel,Intel,,96,
ATI Radeon HD 4700,GPU,02/11/2010,55,50,146,514,600,TSMC,ATI,,384,
AMD Radeon HD 8670A,GPU,02/02/2013,28,45,77,950,600,TSMC,AMD,,460.8,28.8
ATI Xbox 360 GPU 65nm,GPU,08/01/2008,65,150,181,232,500,TSMC,ATI,,240,
AMD Radeon R9 285X,GPU,NaT,28,200,366,5000,1002,TSMC,AMD,,4104,
NVIDIA GeForce GTX 1080 11Gbps,GPU,4/20/2017,16,180,314,7200,1607,TSMC,NVIDIA,138.6,8873,277.3
NVIDIA Quadro P3000 Mobile,GPU,01/11/2017,16,75,314,7200,1088,TSMC,NVIDIA,48.6,3110,97.2
NVIDIA GeForce GT 730,GPU,6/18/2014,28,38,87,1020,902,TSMC,NVIDIA,,692.7,28.86
AMD Radeon R7 A265,GPU,01/09/2014,28,81.35998108,77,950,725,TSMC,AMD,,633.6,39.6
NVIDIA GeForce FX Go5200 64M,GPU,03/01/2003,150,81.35998108,91,45,250,TSMC,NVIDIA,,,
NVIDIA GeForce 7600 GS AGP,GPU,07/01/2006,90,27,125,177,400,TSMC,NVIDIA,,,
NVIDIA GeForce RTX 3070 Mobile,GPU,01/12/2021,8,115,392,17400,1110,Samsung,NVIDIA,15970,15970,249.6
ATI FireMV 2260,GPU,01/01/2008,55,15,67,181,500,TSMC,ATI,,40,
NVIDIA GeForce 6100 + nForce 420,GPU,10/11/2004,90,81.35998108,188.4404446,1929.922279,425,Unknown,NVIDIA,,,
NVIDIA GeForce 6100 + nForce 430,GPU,10/11/2004,90,81.35998108,188.4404446,1929.922279,425,Unknown,NVIDIA,,,
NVIDIA GeForce GTX 560 Ti OEM,GPU,3/30/2011,40,210,520,3000,732,TSMC,NVIDIA,,1031,128.8
AMD Radeon R5 A255,GPU,01/01/2014,28,81.35998108,125,1550,925,TSMC,AMD,,721.9,
ATI Radeon X1650 GT,GPU,05/01/2007,80,81.35998108,230,330,400,TSMC,ATI,,,
NVIDIA GRID M60-2Q,GPU,8/30/2015,28,225,398,5200,557,TSMC,NVIDIA,,4825,150.8
NVIDIA TITAN X Pascal,GPU,08/02/2016,16,250,471,11800,1417,TSMC,NVIDIA,171.5,10970,342.9
AMD FirePro W8100,GPU,6/23/2014,28,220,438,6200,824,TSMC,AMD,,4219,2109
ATI Mobility Radeon 9600 PRO Turbo,GPU,2/13/2004,130,81.35998108,92,76,337,TSMC,ATI,,,
NVIDIA Quadro FX 5600,GPU,03/05/2007,90,171,484,681,600,TSMC,NVIDIA,,345.6,
NVIDIA P106-090,GPU,7/31/2017,16,75,200,4400,1354,TSMC,NVIDIA,36.74,2352,73.49
NVIDIA Quadro FX Go1400,GPU,2/25/2005,130,81.35998108,225,222,275,TSMC,NVIDIA,,,
NVIDIA GeForce Go 7300T,GPU,02/01/2006,90,81.35998108,81,112,350,TSMC,NVIDIA,,,
AMD Radeon R7 Graphics,GPU,2/17/2014,28,90,245,2410,720,GF,AMD,,553,34.56
NVIDIA GeForce GT 325M,GPU,01/10/2010,40,23,100,486,450,TSMC,NVIDIA,,95.04,
NVIDIA RTX A5000,GPU,04/12/2021,8,230,628,28300,1170,Samsung,NVIDIA,27770,27770,867.8
ATI Radeon Xpress 1200 IGP,GPU,2/28/2007,80,81.35998108,73,120,400,Unknown,ATI,,,
NVIDIA GeForce 7900 GT,GPU,03/09/2006,90,48,196,278,450,TSMC,NVIDIA,,,
AMD Radeon R8 M535DX,GPU,4/18/2017,28,81.35998108,125,1550,780,TSMC,AMD,570.2,570.2,35.64
NVIDIA Quadro K2200,GPU,7/22/2014,28,68,148,1870,1046,TSMC,NVIDIA,,1439,44.96
NVIDIA GeForce GT 720M,GPU,12/25/2013,28,33,87,1020,719,TSMC,NVIDIA,,291.1,12.13
AMD FirePro S7100X,GPU,5/25/2016,28,100,366,5000,725,TSMC,AMD,2970,2970,185.6
NVIDIA Quadro 4000,GPU,11/02/2010,40,142,529,3100,475,TSMC,NVIDIA,,486.4,243.2
AMD Radeon HD 8860 OEM,GPU,01/08/2013,28,175,212,2800,925,TSMC,AMD,,2368,148
NVIDIA GeForce 8800 GTS 640,GPU,11/08/2006,90,143,484,681,513,TSMC,NVIDIA,,228.1,
NVIDIA Tesla K20m,GPU,01/05/2013,28,225,561,7080,706,TSMC,NVIDIA,,3524,1175
AMD Radeon HD 6250 IGP,GPU,10/09/2012,40,7,75,450,276,TSMC,AMD,,44.16,
NVIDIA Quadro NVS 135M,GPU,05/09/2007,80,10,127,210,400,TSMC,NVIDIA,,25.6,
Intel Xeon Phi 7120P,GPU,6/17/2013,22,300,350,5000,1238,Intel,Intel,,650.5,
NVIDIA GeForce RTX 2080 SUPER Mobile,GPU,04/02/2020,12,150,545,13600,1365,TSMC,NVIDIA,19170,9585,299.5
NVIDIA Jetson TX1 GPU,GPU,01/04/2015,20,15,118,2000,1000,TSMC,NVIDIA,1024,512,16
AMD Radeon R7 M260X,GPU,12/06/2015,28,81.35998108,77,950,620,TSMC,AMD,,549.1,
NVIDIA GeForce GT 1030,GPU,5/17/2017,14,30,74,1800,1228,Samsung,NVIDIA,17.62,1127,35.23
AMD Radeon R5 M230 Rebrand,GPU,5/31/2014,28,81.35998108,56,690,780,TSMC,AMD,,544,34
NVIDIA GeForce FX 5900 Ultra,GPU,10/23/2003,130,59,207,135,450,TSMC,NVIDIA,,,
ATI Mobility Radeon HD 5670 Mac Edition,GPU,4/22/2010,40,15,104,627,650,TSMC,ATI,,520,
AMD Radeon HD 7340 IGP,GPU,06/06/2012,40,18,75,450,523,TSMC,AMD,,83.68,
AMD Radeon RX 460 Mobile,GPU,08/08/2016,14,55,123,3000,1000,GF,AMD,2115,2115,132.2
NVIDIA Quadro 1000M,GPU,1/13/2011,40,45,116,585,700,TSMC,NVIDIA,,268.8,22.4
AMD Radeon Vega 8 Mobile,GPU,01/12/2021,7,45,156,9800,300,TSMC,AMD,4096,2048,128
NVIDIA Quadro FX 4400,GPU,7/28/2005,130,83,287,222,375,TSMC,NVIDIA,,,
ATI Radeon HD 2400 PRO PCI,GPU,6/28/2007,65,20,85,180,525,TSMC,ATI,,42,
NVIDIA GeForce 6800 GT,GPU,06/08/2004,130,67,287,222,350,TSMC,NVIDIA,,,
NVIDIA Quadro FX 4400G,GPU,7/28/2005,130,83,287,222,375,TSMC,NVIDIA,,,
NVIDIA GeForce RTX 2060,GPU,01/07/2019,12,160,445,10800,1365,TSMC,NVIDIA,12900,6451,201.6
ATI Radeon HD 5670 640SP Edition,GPU,7/18/2010,40,64,166,1040,750,TSMC,ATI,,960,
ATI FirePro V3800,GPU,4/26/2010,40,43,104,627,650,TSMC,ATI,,520,
NVIDIA GRID K200,GPU,6/28/2013,28,225,294,3540,745,TSMC,NVIDIA,,2289,95.36
Intel Extreme Graphics 2,GPU,12/03/2003,130,81.35998108,188.4404446,1929.922279,200,Intel,Intel,,,
AMD Radeon Pro 450,GPU,10/30/2016,14,35,123,3000,800,GF,AMD,1024,1024,64
ATI Mobility Radeon HD 2700,GPU,12/12/2007,65,35,153,390,700,TSMC,ATI,,168,
ATI Mobility Radeon HD 3850,GPU,06/04/2008,55,35,192,666,580,TSMC,ATI,,371.2,74.24
Intel HD Graphics P4000,GPU,5/14/2012,22,45,133,1200,650,Intel,Intel,,320,80
AMD Radeon Graphics 384SP,GPU,01/06/2020,7,15,156,9800,400,TSMC,AMD,2304,1152,72
Intel Iris Pro Graphics 5200,GPU,5/27/2013,22,30,188.4404446,1929.922279,200,Intel,Intel,,768,192
ATI Radeon HD 5770,GPU,10/13/2009,40,108,166,1040,850,TSMC,ATI,,1360,
NVIDIA Quadro FX 3500,GPU,5/22/2006,90,80,196,278,450,TSMC,NVIDIA,,,
AMD Radeon HD 7950 Monica BIOS 1,GPU,1/31/2012,28,185,352,4313,925,TSMC,AMD,,2842,710.4
AMD Radeon R7 260,GPU,12/17/2013,28,95,160,2080,1000,TSMC,AMD,,1536,96
NVIDIA GeForce GT 120M Mac Edition,GPU,12/12/2008,55,14,121,314,500,TSMC,NVIDIA,,80,
ATI Radeon 8500 X4,GPU,NaT,150,92,120,60,250,TSMC,ATI,,,
NVIDIA GeForce GTX 460 v2,GPU,9/24/2011,40,160,332,1950,779,TSMC,NVIDIA,,1046,87.19
NVIDIA GeForce 7050 + nForce 620i,GPU,10/04/2007,90,81.35998108,81,112,500,Unknown,NVIDIA,,,
NVIDIA GeForce 840M,GPU,03/12/2014,28,33,188.4404446,1929.922279,1029,TSMC,NVIDIA,,863.2,26.98
Intel HD Graphics,GPU,4/29/2013,22,45,188.4404446,1929.922279,200,Intel,Intel,,160,40
AMD Radeon Pro V520,GPU,12/01/2020,7,225,188.4404446,1929.922279,1000,TSMC,AMD,14750,7373,460.8
NVIDIA GeForce4 MX 420 PCI,GPU,02/06/2002,150,81.35998108,65,29,250,TSMC,NVIDIA,,,
NVIDIA GeForce 6200 TurboCache,GPU,12/15/2004,110,81.35998108,110,75,350,TSMC,NVIDIA,,,
AMD FirePro M8900,GPU,04/12/2011,40,75,212,1700,680,TSMC,AMD,,1306,
AMD Radeon HD 8250 IGP,GPU,5/23/2013,28,8,110,1178,300,TSMC,AMD,,102.4,6.4
Intel H3C XG310,GPU,11/11/2020,10,300,77,1929.922279,900,Intel,Intel,4762,2381,595.2
AMD Radeon HD 6630M Mac Edition,GPU,01/04/2011,40,26,104,716,500,TSMC,AMD,,480,
AMD Radeon R9 M275,GPU,1/28/2014,28,81.35998108,123,1500,900,TSMC,AMD,,1184,74
ATI Mobility Radeon HD 4100 IGP,GPU,11/01/2009,55,81.35998108,67,181,400,Unknown,ATI,,32,
NVIDIA Quadro FX 600 PCI,GPU,3/17/2004,150,81.35998108,124,45,270,TSMC,NVIDIA,,,
ATI Radeon HD 3850,GPU,11/19/2007,55,75,192,666,668,TSMC,ATI,,427.5,85.5
NVIDIA Quadro P400,GPU,02/07/2017,14,30,132,3300,1228,Samsung,NVIDIA,10.02,641,20.03
ATI Radeon 9800,GPU,03/01/2003,150,37,215,117,325,TSMC,ATI,,,
NVIDIA Quadro 7000,GPU,05/02/2012,40,204,520,3000,651,TSMC,NVIDIA,,1332,666.1
ATI All-In-Wonder X800 SE,GPU,4/27/2005,130,81.35998108,281,160,425,TSMC,ATI,,,
ATI Radeon HD 2600 XT,GPU,6/28/2007,65,45,153,390,800,TSMC,ATI,,192,
Intel HD Graphics 400,GPU,04/01/2015,14,6,188.4404446,1929.922279,320,Intel,Intel,,115.2,28.8
Intel GMA X4500MHD,GPU,09/01/2008,65,13,188.4404446,1929.922279,533,Intel,Intel,,85.28,
ATI Radeon 9200 PRO,GPU,05/01/2003,150,28,98,36,240,UMC,ATI,,,
ATI FireMV 2200,GPU,01/01/2006,110,15,74,107,324,TSMC,ATI,,,
ATI Radeon X700 PRO,GPU,09/01/2004,110,33,156,120,425,TSMC,ATI,,,
ATI Mobility FireGL V3100,GPU,06/01/2004,110,81.35998108,74,107,350,TSMC,ATI,,,
AMD Radeon HD 6850 X2,GPU,9/19/2011,40,254,255,1700,800,TSMC,AMD,,1536,
AMD Radeon HD 7970 GHz Edition,GPU,6/22/2012,28,300,352,4313,1000,TSMC,AMD,,4301,1075
ATI Mobility Radeon X1350,GPU,9/18/2006,80,81.35998108,100,107,419,UMC,ATI,,,
AMD Radeon E9172 MXM,GPU,10/03/2017,14,35,103,2200,1124,GF,AMD,1248,1248,78.02
AMD Radeon HD 8280 IGP,GPU,9/18/2013,28,15,110,1178,450,TSMC,AMD,,115.2,7.2
NVIDIA Tesla T4,GPU,9/13/2018,12,70,545,13600,585,TSMC,NVIDIA,65130,8141,254.4
Intel HD Graphics P530,GPU,09/01/2015,14,15,123,1929.922279,350,Intel,Intel,768,384,96
ATI Radeon HD 5670,GPU,1/14/2010,40,64,104,627,775,TSMC,ATI,,620,
ATI Radeon 9700 PRO X4,GPU,07/01/2002,150,81.35998108,215,110,325,TSMC,ATI,,,
ATI Radeon X800 XT Platinum AGP,GPU,05/01/2004,130,63,281,160,520,TSMC,ATI,,,
ATI Radeon X600 PRO,GPU,09/01/2004,110,36,74,107,400,TSMC,ATI,,,
NVIDIA Quadro K4200,GPU,7/22/2014,28,108,294,3540,771,TSMC,NVIDIA,,2107,87.81
NVIDIA GeForce FX 5200 Rev. 2,GPU,03/06/2003,150,81.35998108,91,45,250,TSMC,NVIDIA,,,
AMD Radeon HD 7370M,GPU,01/07/2012,40,11,59,292,750,TSMC,AMD,,120,
NVIDIA GeForce 6800,GPU,4/14/2004,130,81.35998108,287,222,325,TSMC,NVIDIA,,,
NVIDIA GeForce Go 7400T,GPU,02/01/2006,90,81.35998108,81,112,450,TSMC,NVIDIA,,,
ATI Radeon HD 5970,GPU,11/18/2009,40,294,334,2154,725,TSMC,ATI,,2320,464
NVIDIA GeForce FX 5950 Ultra,GPU,10/23/2003,130,74,207,135,475,TSMC,NVIDIA,,,
AMD Radeon R5 240 OEM,GPU,11/01/2013,28,50,77,950,730,TSMC,AMD,,599,37.44
NVIDIA Quadro FX 470,GPU,09/12/2007,65,38,144,314,580,Unknown,NVIDIA,,44.8,
NVIDIA GeForce GTX 750 Ti,GPU,2/18/2014,28,60,148,1870,1020,TSMC,NVIDIA,,1389,43.4
NVIDIA Tesla P100 PCIe 12 GB,GPU,6/20/2016,16,250,610,15300,1190,TSMC,NVIDIA,19050,9526,4763
NVIDIA GeForce GTX 950A,GPU,3/13/2015,28,75,148,1870,993,TSMC,NVIDIA,,1439,44.96
AMD Radeon R2 Mobile Graphics,GPU,06/01/2016,28,15,125,1200,200,GF,AMD,153.6,153.6,9.6
AMD Radeon 540X Mobile,GPU,09/05/2018,14,50,103,2200,980,GF,AMD,1071,1071,66.94
NVIDIA GeForce Go 7800,GPU,03/03/2006,110,35,333,302,400,TSMC,NVIDIA,,,
Matrox Millennium G450 x2 MMS,GPU,6/19/2002,180,81.35998108,188.4404446,10,125,UMC,Other,,,
AMD Radeon R8 M365DX,GPU,06/03/2015,28,81.35998108,125,1550,900,TSMC,AMD,864,864,54
AMD Radeon R9 380 OEM,GPU,05/05/2015,28,190,366,5000,918,TSMC,AMD,3290,3290,205.6
NVIDIA ION LE,GPU,06/03/2008,65,20,162,282,450,Unknown,NVIDIA,,35.2,
AMD Playstation 4 Slim GPU,GPU,09/07/2016,16,75,209,1929.922279,800,TSMC,AMD,1843,1843,
NVIDIA GeForce 6800 GTO,GPU,4/14/2004,130,81.35998108,287,222,350,TSMC,NVIDIA,,,
AMD Radeon HD 6870 1600SP Edition,GPU,1/14/2013,40,175,334,2154,850,TSMC,AMD,,2720,544
NVIDIA Quadro Plex 1000 Model IV,GPU,7/25/2008,90,320,484,681,600,TSMC,NVIDIA,,345.6,
NVIDIA GRID K100,GPU,6/28/2013,28,130,118,1270,850,TSMC,NVIDIA,,326.4,13.6
ATI Radeon IGP 340,GPU,10/05/2002,180,81.35998108,73,30,183,Unknown,ATI,,,
ATI Mobility FireGL V5600,GPU,5/14/2007,65,81.35998108,153,390,500,TSMC,ATI,,120,
NVIDIA GeForce GTS 450 OEM,GPU,9/13/2010,40,106,238,1170,783,TSMC,NVIDIA,,451,37.58
NVIDIA A100 SXM4 80 GB,GPU,11/16/2020,7,400,826,54200,1095,TSMC,NVIDIA,77970,19490,9746
ATI Mobility Radeon HD 4330,GPU,01/09/2009,55,81.35998108,73,242,450,TSMC,ATI,,72,
AMD Radeon RX 640 Mobile,GPU,5/13/2019,14,50,103,2200,1082,GF,AMD,1559,1559,97.44
Sony Playstation Portable GPU 65nm,GPU,8/30/2007,65,4,188.4404446,1929.922279,133,Sony,Other,,,
NVIDIA Quadro FX 350M,GPU,3/13/2006,90,15,81,112,450,TSMC,NVIDIA,,,
NVIDIA GeForce 6800 XT,GPU,9/30/2005,130,81.35998108,287,222,300,TSMC,NVIDIA,,,
NVIDIA GeForce 9300 GS,GPU,06/01/2008,65,81.35998108,86,210,567,TSMC,NVIDIA,,22.4,
AMD Radeon R9 M295X,GPU,11/23/2014,28,250,366,5000,723,TSMC,AMD,2961,2961,185.1
NVIDIA Quadro RTX 3000 Mobile Refresh,GPU,5/27/2019,12,80,445,10800,945,TSMC,NVIDIA,10600,5299,165.6
NVIDIA Tesla C2070,GPU,7/25/2011,40,238,529,3100,574,TSMC,NVIDIA,,1028,513.9
ATI All-In-Wonder HD 3650,GPU,6/28/2008,55,55,135,378,722,TSMC,ATI,,173.3,
AMD Radeon HD 7990,GPU,4/24/2013,28,375,365,4313,950,TSMC,AMD,,4096,1024
NVIDIA Quadro RTX 6000 Passive,GPU,8/13/2018,12,260,754,18600,1305,TSMC,NVIDIA,28750,14380,449.3
AMD Radeon RX 560 Mobile,GPU,01/05/2017,14,55,123,3000,784,GF,AMD,1849,1849,115.6
ATI ES1000,GPU,10/18/2007,180,81.35998108,80,8,200,Unknown,ATI,,,
ATI Mobility Radeon HD 5770,GPU,01/07/2010,40,30,104,627,650,TSMC,ATI,,520,
Intel Xe Arctic Sound,GPU,01/01/2020,10,500,190,8000,900,Intel,Intel,14750,7373,1843
NVIDIA Quadro RTX 5000,GPU,8/13/2018,12,230,545,13600,1620,TSMC,NVIDIA,22300,11150,348.5
NVIDIA GeForce 830A,GPU,7/22/2014,28,33,188.4404446,1929.922279,1082,TSMC,NVIDIA,,588.8,18.4
NVIDIA GeForce GTX 1060 3 GB,GPU,8/18/2016,16,120,200,4400,1506,TSMC,NVIDIA,61.49,3935,123
ATI Radeon X1550 PCI,GPU,01/01/2007,80,27,100,107,452,UMC,ATI,,,
ATI Radeon HD 5870 Mac Edition,GPU,6/30/2010,40,228,334,2154,850,TSMC,ATI,,2720,544
NVIDIA GeForce 920MX,GPU,3/25/2016,28,16,188.4404446,1929.922279,965,TSMC,NVIDIA,,508.4,15.89
NVIDIA Quadro K6000,GPU,7/23/2013,28,225,561,7080,797,TSMC,NVIDIA,,5196,1732
NVIDIA GeForce2 MX 200 PCI,GPU,03/03/2001,180,81.35998108,64,20,175,TSMC,NVIDIA,,,
AMD Radeon HD 7470A,GPU,01/05/2012,40,18,104,627,775,TSMC,AMD,,620,
AMD Radeon R5 310 OEM,GPU,05/05/2015,40,35,67,370,775,TSMC,AMD,,248,
NVIDIA GeForce 8400 GS PCI,GPU,12/04/2007,65,25,86,210,567,TSMC,NVIDIA,,22.4,
NVIDIA GeForce GTX TITAN X,GPU,3/17/2015,28,250,601,8000,1000,TSMC,NVIDIA,,6691,209.1
AMD Radeon HD 6430M,GPU,01/04/2011,40,81.35998108,67,370,480,TSMC,AMD,,153.6,
NVIDIA GeForce 9800 GTX+,GPU,1/16/2009,55,141,260,754,738,TSMC,NVIDIA,,470,
NVIDIA Quadro2 MXR,GPU,7/25/2000,180,81.35998108,64,20,200,TSMC,NVIDIA,,,
NVIDIA GeForce 310M,GPU,01/10/2010,40,14,57,260,625,TSMC,NVIDIA,,48.96,
NVIDIA GeForce 8600 GTS,GPU,4/17/2007,80,60,169,289,675,TSMC,NVIDIA,,92.8,
NVIDIA GeForce GT 220,GPU,1/26/2010,65,58,240,505,600,TSMC,NVIDIA,,144,
Matrox Parhelia HR256,GPU,01/01/2001,150,81.35998108,174,80,200,UMC,Other,,,
AMD Radeon HD 6490M Mac Edition,GPU,05/02/2011,40,81.35998108,67,370,750,TSMC,AMD,,240,
Intel UHD Graphics P750,GPU,01/01/2021,14,15,188.4404446,1929.922279,300,Intel,Intel,921.6,460.8,115.2
NVIDIA GeForce 8400M GT,GPU,05/09/2007,80,14,127,210,450,TSMC,NVIDIA,,28.8,
NVIDIA GeForce GTX 1060 6 GB 9Gbps,GPU,4/20/2017,16,120,200,4400,1506,TSMC,NVIDIA,68.36,4375,136.7
AMD Radeon R7 450 OEM,GPU,6/30/2016,28,65,123,1500,925,TSMC,AMD,,947.2,59.2
ATI Mobility Radeon HD 5470,GPU,01/07/2010,40,15,59,292,750,TSMC,ATI,,120,
AMD Radeon HD 6610M,GPU,01/04/2011,40,26,104,716,450,TSMC,AMD,,432,
NVIDIA GeForce GT 520 OEM,GPU,02/01/2012,40,29,116,585,700,TSMC,NVIDIA,,134.4,11.2
AMD Radeon R9 M395X Mac Edition,GPU,05/05/2015,28,250,366,5000,909,TSMC,AMD,3723,3723,232.7
AMD Radeon Pro SSG,GPU,08/08/2017,14,260,495,12500,1440,GF,AMD,24580,12290,768
NVIDIA GeForce GTX 570M,GPU,6/28/2011,40,75,332,1950,575,TSMC,NVIDIA,,772.8,64.4
ATI Radeon HD 3730,GPU,10/05/2008,55,65,135,378,722,TSMC,ATI,,173.3,
NVIDIA P106M,GPU,1/23/2019,16,75,200,4400,1291,TSMC,NVIDIA,46.48,2974,92.95
NVIDIA GeForce G105M,GPU,12/14/2009,40,14,57,260,535,TSMC,NVIDIA,,39.36,
NVIDIA GRID RTX T10-16,GPU,NaT,12,260,754,18600,1065,TSMC,NVIDIA,25710,12860,401.8
NVIDIA GeForce GT 640M,GPU,3/22/2012,28,32,118,1270,625,TSMC,NVIDIA,,480,20
ATI Radeon HD 4550,GPU,9/30/2008,55,25,73,242,600,TSMC,ATI,,96,
NVIDIA GeForce GTX 780M,GPU,05/11/2013,28,122,294,3540,771,TSMC,NVIDIA,,2448,102
ATI Radeon 8500 LE,GPU,02/04/2002,150,23,120,60,250,TSMC,ATI,,,
AMD Radeon E6760 MXM,GPU,05/02/2011,40,45,118,716,600,TSMC,AMD,,576,
AMD FirePro W7100,GPU,08/12/2014,28,150,366,5000,920,TSMC,AMD,3297,3297,206.1
NVIDIA GeForce 6200,GPU,10/11/2004,110,81.35998108,154,146,300,TSMC,NVIDIA,,,
NVIDIA Quadro K3000M,GPU,06/01/2012,28,75,294,3540,654,TSMC,NVIDIA,,753.4,31.39
NVIDIA GeForce GTX 660M Mac Edition,GPU,04/01/2013,28,50,118,1270,950,TSMC,NVIDIA,,729.6,30.4
NVIDIA GeForce 9600M GT Mac Edition,GPU,10/25/2008,55,23,121,314,500,TSMC,NVIDIA,,80,
NVIDIA GeForce GTX 275 PhysX Edition,GPU,2/16/2010,55.10959752,219,470,1400,633,TSMC,NVIDIA,,622.1,77.76
AMD Radeon 520 Mobile,GPU,4/18/2017,28,50,56,690,1030,TSMC,AMD,,659.2,41.2
NVIDIA GeForce 710M,GPU,7/24/2013,28,15,87,1020,719,TSMC,NVIDIA,,276.1,11.5
AMD Radeon HD 8950M,GPU,5/14/2013,28,100,160,2080,1075,TSMC,AMD,,1651,103.2
ATI Radeon Xpress 1150 Mobile IGP,GPU,5/23/2006,110,81.35998108,73,1929.922279,400,Unknown,ATI,,,
AMD Radeon R7 M465,GPU,5/15/2016,28,81.35998108,125,1550,1100,TSMC,AMD,864,864,54
ATI Radeon X1600 XT,GPU,10/01/2007,90,42,150,157,590,TSMC,ATI,,,
NVIDIA ION HX,GPU,06/03/2008,65,20,162,282,450,Unknown,NVIDIA,,35.2,
AMD Radeon RX 6600 XT,GPU,NaT,7,180,236,1929.922279,1489,TSMC,AMD,20480,10240,640
NVIDIA GeForce 7500 LE,GPU,3/22/2006,90,81.35998108,81,112,475,TSMC,NVIDIA,,,
ATI Mobility Radeon 9550,GPU,06/01/2004,130,81.35998108,92,76,250,TSMC,ATI,,,
ATI Radeon HD 3300 IGP,GPU,08/06/2008,65,81.35998108,85,180,500,Unknown,ATI,,40,
AMD Radeon HD 8730M,GPU,04/01/2013,28,81.35998108,77,950,650,TSMC,AMD,,537.6,33.6
NVIDIA GeForce GTX 670MX,GPU,10/01/2012,28,75,294,3540,601,TSMC,NVIDIA,,1154,48.08
AMD Radeon E8950,GPU,9/29/2015,28,95,366,5000,735,TSMC,AMD,4096,4096,256
AMD Radeon R4 Mobile Graphics,GPU,9/17/2014,28,17,245,2410,533,GF,AMD,,204.7,12.79
NVIDIA GeForce GTX 1070 Ti,GPU,11/02/2017,16,180,314,7200,1607,TSMC,NVIDIA,127.9,8186,255.8
NVIDIA GeForce 6200 LE,GPU,04/04/2005,110,81.35998108,110,75,350,TSMC,NVIDIA,,,
NVIDIA NVS 810,GPU,11/04/2015,28,68,148,1870,902,TSMC,NVIDIA,,1058,33.06
AMD Radeon Pro 555X,GPU,7/16/2018,14,75,123,3000,907,GF,AMD,1393,1393,87.07
NVIDIA Quadro P5200 Max-Q,GPU,2/21/2018,16,100,314,7200,1316,TSMC,NVIDIA,125.5,8033,251
NVIDIA GeForce RTX 3050 Mobile,GPU,01/01/2021,8,81.35998108,188.4404446,1929.922279,1237,Samsung,NVIDIA,6144,6144,96
AMD Radeon R9 370X,GPU,8/27/2015,28,180,212,2800,980,TSMC,AMD,,2637,164.8
AMD Radeon Vega 3 Mobile,GPU,01/06/2019,14,15,210,4940,300,GF,AMD,768.8,384.4,24.02
AMD Radeon R7 M265DX,GPU,01/07/2014,28,81.35998108,56,690,780,TSMC,AMD,,547.2,34.2
NVIDIA Quadro FX Go700,GPU,6/25/2003,130,81.35998108,121,80,295,TSMC,NVIDIA,,,
AMD Radeon HD 7950M,GPU,4/24/2012,28,75,212,2800,700,TSMC,AMD,,1792,
ATI Mobility Radeon HD 5750,GPU,01/07/2010,40,25,104,627,550,TSMC,ATI,,440,
AMD Radeon Vega 8,GPU,02/12/2018,14,65,210,4940,300,GF,AMD,2253,1126,70.4
NVIDIA GRID K1,GPU,3/18/2013,28,130,118,1270,850,TSMC,NVIDIA,,326.4,13.6
